timestampMs,keys_pressed,errors,total_correct,current_streak
1777319309106,0,0,0,0
1777319310106,2,0,2,2
1777319311106,2,0,4,4
1777319312106,3,0,7,7
1777319313106,2,0,9,9
1777319314106,2,0,11,11
1777319315107,3,0,14,14
1777319316107,2,0,16,16
1777319317107,2,0,18,18
1777319318108,1,0,19,19
1777319319108,3,0,22,22
1777319320108,0,0,22,22
1777319321108,2,0,24,24
1777319322108,2,0,26,26
1777319323108,2,1,27,0
1777319324109,2,0,29,2
1777319325109,2,0,31,4
1777319326109,2,0,33,6
1777319327109,1,1,33,0
1777319328109,2,0,35,2
1777319329109,2,0,37,4
1777319330110,3,0,40,7
1777319331110,1,0,41,8
1777319332110,2,0,43,10
1777319333110,2,0,45,12
1777319334110,2,0,47,14
1777319335111,2,0,49,16
1777319336111,2,0,51,18
1777319337111,2,1,52,1
1777319338111,1,0,53,2
1777319339111,2,0,55,4
1777319340112,3,0,58,7
1777319341112,1,0,59,8
1777319342112,2,0,61,10
1777319343112,2,0,63,12
1777319344113,2,0,65,14
1777319345113,3,0,68,17
1777319346113,2,0,70,19
1777319347113,2,0,72,21
1777319348113,2,0,74,23
1777319349114,1,0,75,24
1777319350114,3,0,78,27
1777319351114,2,0,80,29
1777319352114,2,0,82,31
1777319353114,2,0,84,33
1777319354114,1,0,85,34
1777319355115,1,0,86,35
1777319356115,2,0,88,37
1777319357115,2,0,90,39
1777319358115,2,0,92,41
1777319359115,1,0,93,42
1777319360116,2,0,95,44
1777319361116,2,0,97,46
1777319362116,2,0,99,48
1777319363116,1,0,100,49
1777319364116,2,0,102,51
1777319365117,2,1,103,1
1777319366117,1,0,104,2
1777319367117,1,0,105,3
1777319368117,2,0,107,5
1777319369117,1,0,108,6
1777319370117,2,0,110,8
1777319371118,2,0,112,10
1777319372118,2,0,114,12
1777319373118,2,0,116,14
1777319374118,1,1,116,0
1777319375118,1,1,116,0
1777319376119,2,0,118,2
1777319377119,3,0,121,5
1777319378119,2,0,123,7
1777319379119,2,0,125,9
1777319380119,3,0,128,12
1777319381119,2,0,130,14
1777319382119,1,1,130,0
1777319383120,2,0,132,2
1777319384120,2,0,134,4
1777319385120,2,0,136,6
1777319386120,2,0,138,8
1777319387120,2,0,140,10
1777319388121,1,0,141,11
1777319389121,2,0,143,13
1777319390121,2,0,145,15
1777319391121,2,0,147,17
1777319392121,2,0,149,19
1777319393122,2,0,151,21
1777319394122,2,0,153,23
1777319395122,2,0,155,25
1777319396122,2,0,157,27
1777319397122,1,0,158,28
1777319398122,2,0,160,30
1777319399123,2,0,162,32
1777319400123,2,0,164,34
1777319401123,2,0,166,36
1777319402123,2,0,168,38
1777319403124,2,0,170,40
1777319404124,2,0,172,42
1777319405124,2,0,174,44
1777319406124,2,0,176,46
1777319407124,1,0,177,47
1777319408125,2,0,179,49
1777319409125,3,0,182,52
1777319410125,2,0,184,54
1777319411125,2,0,186,56
1777319412125,2,0,188,58
1777319413125,1,0,189,59
1777319414126,1,0,190,60
1777319415126,2,0,192,62
1777319416126,2,0,194,64
1777319417126,2,0,196,66
1777319418126,2,0,198,68
1777319419126,2,0,200,70
1777319420127,1,1,200,0
1777319421127,1,0,201,1
1777319422127,2,0,203,3
1777319423128,1,1,203,0
1777319424128,2,0,205,2
1777319425128,2,0,207,4
1777319426128,2,0,209,6
1777319427128,2,0,211,8
1777319428128,2,1,212,0
1777319429129,0,0,212,0
1777319430129,2,1,213,0
1777319431129,0,0,213,0
1777319432130,2,0,215,2
1777319433130,3,0,218,5
1777319434130,1,0,219,6
1777319435130,2,0,221,8
1777319436130,3,0,224,11
1777319437131,2,0,226,13
1777319438131,2,0,228,15
1777319439131,1,0,229,16
1777319440131,2,0,231,18
1777319441131,2,1,232,0
1777319442131,1,0,233,1
1777319443131,2,0,235,3
1777319444132,2,1,236,0
1777319445132,1,0,237,1
1777319446132,1,1,237,0
1777319447132,1,0,238,1
1777319448132,2,0,240,3
1777319449132,1,1,240,0
1777319450133,0,0,240,0
1777319451133,2,0,242,2
1777319452133,1,0,243,3
1777319453133,2,0,245,5
1777319454133,2,0,247,7
1777319455134,2,1,248,0
1777319456134,1,1,248,0
1777319457134,1,0,249,1
1777319458134,2,0,251,3
1777319459134,2,0,253,5
1777319460134,1,0,254,6
1777319461135,2,0,256,8
1777319462135,2,0,258,10
1777319463135,1,0,259,11
1777319464135,2,0,261,13
1777319465135,1,1,261,0
1777319466135,2,0,263,2
1777319467136,1,0,264,3
1777319468136,1,1,264,0
1777319469136,1,0,265,1
1777319470136,1,0,266,2
1777319471136,1,0,267,3
1777319472136,2,0,269,5
1777319473137,1,0,270,6
1777319474137,2,0,272,8
1777319475137,2,0,274,10
1777319476137,1,0,275,11
1777319477137,2,0,277,13
