timestampMs,keys_pressed,errors,total_correct,current_streak
1777319478137,2,0,279,15
1777319479138,2,0,281,17
1777319480138,2,0,283,19
1777319481138,2,0,285,21
1777319482138,2,0,287,23
1777319483138,2,0,289,25
1777319484138,1,0,290,26
1777319485138,1,0,291,27
1777319486139,2,0,293,29
1777319487139,1,0,294,30
1777319488139,2,1,295,0
1777319489139,1,0,296,1
1777319490139,2,0,298,3
1777319491140,2,0,300,5
1777319492140,2,0,302,7
1777319493140,2,0,304,9
1777319494140,2,0,306,11
1777319495141,2,0,308,13
1777319496141,1,0,309,14
1777319497141,2,0,311,16
1777319498141,1,0,312,17
1777319499141,2,0,314,19
1777319500141,2,0,316,21
1777319501142,1,1,316,0
1777319502142,2,0,318,2
1777319503142,1,0,319,3
1777319504142,2,0,321,5
1777319505143,2,0,323,7
1777319506143,2,1,324,1
1777319507143,1,0,325,2
1777319508143,1,0,326,3
1777319509143,2,0,328,5
1777319510143,2,0,330,7
1777319511144,2,0,332,9
1777319512144,2,1,333,1
1777319513144,1,0,334,2
1777319514144,2,0,336,4
1777319515144,2,0,338,6
1777319516145,2,0,340,8
1777319517145,2,1,341,0
1777319518145,2,0,343,2
1777319519145,2,0,345,4
1777319520145,1,1,345,0
1777319521145,1,0,346,1
1777319522146,2,0,348,3
1777319523146,1,0,349,4
1777319524146,2,0,351,6
1777319525146,2,0,353,8
1777319526146,1,0,354,9
1777319527147,2,0,356,11
1777319528147,2,0,358,13
1777319529147,2,0,360,15
1777319530147,2,0,362,17
1777319531147,2,0,364,19
1777319532147,2,0,366,21
1777319533147,1,0,367,22
1777319534148,2,0,369,24
1777319535148,2,0,371,26
1777319536148,2,0,373,28
1777319537148,2,0,375,30
1777319538148,1,1,375,0
1777319539149,2,0,377,2
1777319540149,2,0,379,4
1777319541149,2,0,381,6
1777319542149,1,0,382,7
1777319543149,2,0,384,9
1777319544150,2,0,386,11
1777319545150,2,0,388,13
1777319546150,2,0,390,15
1777319547150,2,0,392,17
1777319548150,1,0,393,18
1777319549150,2,0,395,20
1777319550151,1,0,396,21
1777319551151,1,0,397,22
1777319552151,1,0,398,23
1777319553151,2,0,400,25
1777319554151,2,0,402,27
1777319555151,2,0,404,29
1777319556151,1,0,405,30
1777319557152,2,1,406,0
1777319558152,1,0,407,1
1777319559152,1,0,408,2
1777319560152,2,0,410,4
1777319561152,2,1,411,0
1777319562153,2,1,412,0
1777319563153,3,0,415,3
1777319564153,1,0,416,4
1777319565153,2,0,418,6
1777319566153,2,0,420,8
1777319567154,2,0,422,10
1777319568154,2,0,424,12
1777319569154,2,1,425,0
1777319570155,1,0,426,1
1777319571155,1,0,427,2
1777319572155,2,0,429,4
1777319573155,2,0,431,6
1777319574155,2,0,433,8
1777319575155,2,0,435,10
1777319576156,2,0,437,12
1777319577156,2,0,439,14
1777319578156,1,0,440,15
1777319579156,2,0,442,17
1777319580156,0,0,442,17
1777319581157,1,0,443,18
1777319582157,1,0,444,19
1777319583157,2,0,446,21
1777319584157,2,0,448,23
1777319585157,2,0,450,25
1777319586158,2,0,452,27
1777319587158,2,0,454,29
1777319588158,1,0,455,30
1777319589158,2,0,457,32
1777319590159,2,0,459,34
1777319591159,2,0,461,36
1777319592159,1,0,462,37
1777319593159,2,0,464,39
1777319594159,1,0,465,40
1777319595160,2,0,467,42
1777319596160,2,0,469,44
1777319597160,2,0,471,46
1777319598160,1,0,472,47
1777319599160,2,0,474,49
1777319600160,1,0,475,50
1777319601161,1,0,476,51
1777319602161,2,0,478,53
1777319603161,2,0,480,55
1777319604161,2,0,482,57
1777319605161,2,0,484,59
1777319606162,2,0,486,61
1777319607162,1,0,487,62
