timestampMs,keys_pressed,errors,total_correct
1776744557045,1,0,230
1776744558045,1,0,231
1776744559045,2,0,233
1776744560046,1,0,234
1776744561046,1,1,234
1776744562046,0,0,234
1776744563046,1,0,235
1776744564046,2,0,237
1776744565047,1,0,238
1776744566047,1,0,239
1776744567047,1,0,240
1776744568047,2,0,242
1776744569047,2,0,244
1776744570047,1,0,245
1776744571048,1,0,246
1776744572048,1,0,247
1776744573048,2,0,249
1776744574048,1,0,250
1776744575048,1,0,251
1776744576048,2,0,253
1776744577049,1,0,254
1776744578049,1,0,255
1776744579049,2,0,257
1776744580049,1,0,258
1776744581049,2,0,260
1776744582050,2,0,262
1776744583050,1,0,263
1776744584050,1,0,264
1776744585050,2,0,266
1776744586050,1,0,267
1776744587050,1,0,268
1776744588050,2,0,270
1776744589051,2,0,272
1776744590051,1,0,273
1776744591051,2,0,275
1776744592051,1,0,276
1776744593051,1,0,277
1776744594052,1,1,277
1776744595052,0,0,277
1776744596052,1,0,278
1776744597052,2,0,280
1776744598052,1,0,281
1776744599053,2,0,283
1776744600053,2,0,285
1776744601053,1,1,285
1776744602053,1,0,286
1776744603053,0,0,286
1776744604053,2,0,288
1776744605054,2,0,290
1776744606054,0,0,290
1776744607054,2,0,292
1776744608054,1,0,293
1776744609054,1,0,294
1776744610054,1,0,295
1776744611055,1,0,296
1776744612055,0,0,296
1776744613055,2,1,297
1776744614055,1,0,298
1776744615055,1,0,299
1776744616055,2,0,301
1776744617056,1,0,302
1776744618056,1,0,303
1776744619056,2,1,304
1776744620056,1,0,305
1776744621056,1,0,306
1776744622057,2,0,308
1776744623057,1,0,309
1776744624057,1,0,310
1776744625057,1,0,311
1776744626057,1,0,312
1776744627057,0,0,312
1776744628058,1,0,313
1776744629058,1,1,313
1776744630058,0,0,313
1776744631058,2,0,315
1776744632058,1,0,316
1776744633058,2,0,318
1776744634059,1,0,319
1776744635059,2,0,321
1776744636059,1,0,322
1776744637059,1,1,322
1776744638059,1,0,323
1776744639060,1,0,324
1776744640060,1,0,325
1776744641060,2,0,327
1776744642060,1,0,328
1776744643060,2,0,330
1776744644060,2,0,332
1776744645061,0,0,332
1776744646061,2,0,334
1776744647061,1,0,335
1776744648061,1,1,335
1776744649061,0,0,335
1776744650061,1,0,336
1776744651062,1,0,337
1776744652062,1,0,338
1776744653062,1,0,339
1776744654062,1,0,340
1776744655062,1,0,341
1776744656062,1,0,342
1776744657062,2,0,344
