timestampMs,keys_pressed,errors,total_correct
1776746029445,2,0,221
1776746030445,1,0,222
1776746031445,1,1,222
1776746032445,0,0,222
1776746033446,1,0,223
1776746034446,0,0,223
1776746035446,1,0,224
1776746036446,1,0,225
1776746037446,1,0,226
1776746038446,2,1,227
1776746039447,0,0,227
1776746040447,0,0,227
1776746041447,2,0,229
1776746042447,1,1,229
1776746043447,1,0,230
1776746044447,1,0,231
1776746045448,0,0,231
1776746046448,1,0,232
1776746047448,0,0,232
1776746048448,0,0,232
1776746049448,2,0,234
1776746050449,1,0,235
1776746051449,2,0,237
1776746052449,1,0,238
1776746053449,1,0,239
1776746054449,2,0,241
1776746055449,1,0,242
1776746056450,1,0,243
1776746057450,2,0,245
1776746058450,1,0,246
1776746059450,1,1,246
1776746060450,2,0,248
1776746061450,1,0,249
1776746062451,1,0,250
1776746063451,1,0,251
1776746064451,1,0,252
1776746065451,2,0,254
1776746066451,1,0,255
1776746067451,2,0,257
1776746068452,1,0,258
1776746069452,1,1,258
1776746070452,0,0,258
1776746071452,1,0,259
1776746072452,1,0,260
1776746073453,2,0,262
1776746074453,2,0,264
1776746075453,1,0,265
1776746076453,2,0,267
1776746077454,1,0,268
1776746078454,2,0,270
1776746079454,2,0,272
1776746080454,1,0,273
1776746081454,2,0,275
1776746082454,1,0,276
1776746083455,2,0,278
1776746084455,1,0,279
1776746085455,1,0,280
1776746086455,2,0,282
1776746087455,1,0,283
1776746088455,2,0,285
1776746089456,2,0,287
1776746090456,1,0,288
1776746091456,2,0,290
1776746092456,1,0,291
1776746093456,2,1,292
1776746094457,0,0,292
1776746095457,1,0,293
1776746096457,1,0,294
1776746097457,1,0,295
1776746098457,2,0,297
1776746099458,1,0,298
1776746100458,1,0,299
1776746101458,1,0,300
1776746102458,1,0,301
1776746103458,1,1,301
1776746104458,1,0,302
1776746105459,1,0,303
1776746106459,1,0,304
1776746107459,1,1,304
1776746108459,1,0,305
1776746109459,1,0,306
1776746110460,1,0,307
1776746111460,1,0,308
1776746112460,1,0,309
1776746113460,2,0,311
1776746114460,1,0,312
1776746115460,1,0,313
1776746116461,1,0,314
1776746117461,1,1,314
1776746118461,1,0,315
1776746119461,2,0,317
1776746120461,2,0,319
1776746121462,2,0,321
1776746122462,2,0,323
1776746123462,2,0,325
1776746124462,2,0,327
1776746125462,1,0,328
1776746126463,2,0,330
1776746127463,2,0,332
1776746128463,2,2,332
1776746129463,0,0,332
1776746130463,2,0,334
1776746131464,2,0,336
1776746132464,2,0,338
1776746133464,2,0,340
1776746134464,1,0,341
1776746135464,2,0,343
1776746136464,2,0,345
1776746137465,2,0,347
1776746138465,2,0,349
1776746139465,2,0,351
1776746140465,2,0,353
1776746141465,2,0,355
1776746142465,2,0,357
1776746143465,2,0,359
1776746144466,1,0,360
1776746145466,2,0,362
1776746146466,1,0,363
1776746147466,2,0,365
1776746148466,2,0,367
1776746149467,3,0,370
1776746150467,0,0,370
1776746151467,1,0,371
1776746152467,1,0,372
1776746153467,1,0,373
1776746154467,2,0,375
1776746155468,1,0,376
1776746156468,2,0,378
1776746157468,1,0,379
1776746158468,1,0,380
1776746159468,1,0,381
1776746160468,2,0,383
1776746161469,1,0,384
1776746162469,1,0,385
1776746163469,1,0,386
1776746164469,2,0,388
1776746165469,1,0,389
