timestampMs,keys_pressed,errors,total_correct,current_streak
1777319997646,2,0,394,23
1777319998646,2,0,396,25
1777319999647,2,0,398,27
1777320000647,2,0,400,29
1777320001647,1,0,401,30
1777320002647,1,1,401,0
1777320003647,2,0,403,2
1777320004647,1,0,404,3
1777320005648,1,1,404,0
1777320006648,2,0,406,2
1777320007648,2,1,407,0
1777320008648,1,1,407,0
1777320009648,2,0,409,2
1777320010648,2,0,411,4
1777320011648,1,0,412,5
1777320012649,2,1,413,0
1777320013649,2,0,415,2
1777320014649,2,0,417,4
1777320015649,2,0,419,6
1777320016649,2,1,420,0
1777320017650,2,0,422,2
1777320018650,2,0,424,4
1777320019650,2,1,425,0
1777320020650,1,0,426,1
1777320021650,2,1,427,0
1777320022650,1,0,428,1
1777320023651,2,0,430,3
1777320024651,2,0,432,5
1777320025651,1,0,433,6
1777320026651,2,0,435,8
1777320027651,3,0,438,11
1777320028651,2,2,438,0
1777320029652,1,1,438,0
1777320030652,1,0,439,1
1777320031652,2,0,441,3
1777320032653,1,0,442,4
1777320033653,2,0,444,6
1777320034653,1,0,445,7
1777320035653,2,0,447,9
1777320036653,2,0,449,11
1777320037654,1,0,450,12
1777320038654,2,0,452,14
1777320039654,2,0,454,16
1777320040654,2,0,456,18
1777320041654,2,0,458,20
1777320042654,2,0,460,22
1777320043655,2,0,462,24
1777320044655,2,0,464,26
1777320045655,1,0,465,27
1777320046655,2,0,467,29
1777320047655,3,0,470,32
1777320048656,1,0,471,33
1777320049656,2,0,473,35
1777320050656,1,0,474,36
1777320051656,2,0,476,38
1777320052656,2,0,478,40
1777320053656,1,0,479,41
1777320054657,2,0,481,43
1777320055657,1,0,482,44
1777320056657,2,1,483,0
1777320057657,2,0,485,2
1777320058657,2,0,487,4
1777320059657,1,0,488,5
1777320060658,2,1,489,0
1777320061658,2,1,490,1
1777320062658,1,0,491,2
1777320063658,2,0,493,4
1777320064658,2,0,495,6
1777320065658,3,0,498,9
1777320066659,2,0,500,11
