timestampMs,keys_pressed,errors,total_correct
1776756520937,0,0,273
1776756521937,1,0,274
1776756522937,1,0,275
1776756523937,1,0,276
1776756524937,1,0,277
1776756525938,2,0,279
1776756526938,1,0,280
1776756527939,2,0,282
1776756528939,1,0,283
1776756529939,1,0,284
1776756530939,2,0,286
1776756531939,1,0,287
1776756532939,2,0,289
1776756533939,2,0,291
1776756534939,0,0,291
1776756535939,1,0,292
1776756536939,2,0,294
1776756537940,2,0,296
1776756538940,1,0,297
1776756539940,1,0,298
1776756540940,2,0,300
1776756541940,1,0,301
1776756542940,2,0,303
1776756543941,1,0,304
1776756544941,1,0,305
1776756545941,2,0,307
1776756546941,2,0,309
1776756547941,2,0,311
1776756548942,1,0,312
1776756549942,2,0,314
1776756550942,1,0,315
1776756551942,2,0,317
1776756552942,1,0,318
1776756553943,1,0,319
1776756554943,1,0,320
1776756555943,2,0,322
1776756556943,0,0,322
1776756557943,3,0,325
1776756558944,1,0,326
1776756559944,2,0,328
1776756560944,2,0,330
1776756561944,0,0,330
1776756562944,2,0,332
1776756563944,1,0,333
1776756564944,1,0,334
1776756565944,0,0,334
1776756566945,2,0,336
1776756567945,1,0,337
1776756568945,2,0,339
1776756569945,2,0,341
1776756570945,0,0,341
1776756571946,2,0,343
1776756572946,2,0,345
1776756573946,2,0,347
1776756574946,1,1,347
1776756575946,1,0,348
1776756576946,1,0,349
1776756577947,2,0,351
1776756578947,1,0,352
1776756579947,2,0,354
1776756580947,1,0,355
1776756581947,1,0,356
1776756582947,0,0,356
1776756583948,1,1,356
1776756584948,1,0,357
1776756585948,2,0,359
1776756586948,1,0,360
1776756587949,1,0,361
1776756588949,2,0,363
1776756589949,2,0,365
1776756590949,1,0,366
1776756591949,2,0,368
1776756592950,0,0,368
1776756593950,0,0,368
1776756594950,2,0,370
1776756595950,2,0,372
1776756596951,2,1,373
1776756597951,0,0,373
1776756598951,2,0,375
1776756599951,1,0,376
1776756600951,2,0,378
1776756601951,2,0,380
1776756602952,2,0,382
1776756603952,2,0,384
1776756604952,1,0,385
1776756605952,2,0,387
1776756606952,2,0,389
1776756607953,1,0,390
1776756608953,1,0,391
1776756609953,1,0,392
1776756610953,1,0,393
1776756611953,2,0,395
1776756612953,1,0,396
1776756613953,1,0,397
