timestampMs,keys_pressed,errors,total_correct
1776806117334,1,1,283
1776806118334,1,0,284
1776806119334,2,0,286
1776806120334,2,0,288
1776806121335,1,0,289
1776806122335,2,0,291
1776806123335,1,0,292
1776806124335,2,0,294
1776806125335,2,0,296
1776806126335,1,0,297
1776806127336,2,0,299
1776806128336,1,1,299
1776806129336,1,0,300
1776806130336,2,0,302
1776806131336,1,0,303
1776806132337,2,0,305
1776806133337,1,0,306
1776806134337,2,0,308
1776806135337,1,0,309
1776806136337,2,0,311
1776806137338,1,0,312
1776806138338,1,0,313
1776806139338,2,0,315
1776806140338,1,1,315
1776806141338,2,0,317
1776806142338,1,0,318
1776806143339,2,1,319
1776806144339,0,0,319
1776806145339,1,0,320
1776806146339,2,0,322
1776806147339,2,0,324
1776806148339,1,1,324
1776806149340,1,0,325
1776806150340,1,0,326
1776806151340,1,0,327
1776806152340,2,0,329
1776806153341,1,0,330
1776806154341,1,0,331
1776806155341,1,0,332
1776806156341,3,0,335
1776806157341,2,0,337
1776806158341,1,0,338
1776806159342,2,0,340
1776806160342,1,0,341
1776806161342,1,1,341
1776806162342,1,0,342
1776806163342,2,0,344
1776806164343,1,0,345
1776806165343,2,0,347
1776806166343,1,0,348
1776806167343,2,0,350
1776806168343,2,0,352
1776806169343,2,0,354
1776806170344,1,0,355
1776806171344,1,0,356
1776806172344,2,0,358
1776806173344,1,0,359
1776806174344,2,0,361
1776806175344,2,0,363
1776806176345,3,0,366
1776806177345,1,0,367
1776806178345,1,1,367
1776806179345,1,0,368
1776806180345,2,0,370
1776806181346,2,0,372
1776806182346,1,0,373
1776806183346,2,0,375
1776806184346,1,0,376
1776806185346,2,0,378
1776806186346,1,0,379
1776806187347,2,1,380
1776806188347,0,0,380
1776806189347,2,0,382
1776806190347,1,0,383
1776806191348,2,0,385
1776806192348,1,1,385
1776806193348,2,0,387
1776806194348,1,1,387
1776806195348,1,0,388
1776806196348,1,0,389
1776806197349,2,0,391
1776806198349,1,0,392
1776806199349,2,0,394
1776806200349,1,0,395
1776806201349,2,0,397
1776806202350,2,1,398
1776806203350,1,1,398
1776806204350,1,0,399
1776806205350,2,0,401
