timestampMs,keys_pressed,errors,total_correct,current_streak
1777280503310,1,0,225,8
1777280504310,2,0,227,10
1777280505310,2,0,229,12
1777280506310,2,0,231,14
1777280507311,1,0,232,15
1777280508311,2,0,234,17
1777280509311,2,0,236,19
1777280510311,2,0,238,21
1777280511311,2,0,240,23
1777280512312,2,0,242,25
1777280513312,2,1,243,0
1777280514312,1,0,244,1
1777280515312,1,0,245,2
1777280516312,2,0,247,4
1777280517312,1,0,248,5
1777280518313,2,0,250,7
1777280519313,2,0,252,9
1777280520313,1,0,253,10
1777280521313,1,0,254,11
1777280522313,2,0,256,13
1777280523314,1,0,257,14
1777280524314,2,0,259,16
1777280525314,2,0,261,18
1777280526314,1,0,262,19
1777280527314,2,0,264,21
1777280528314,1,0,265,22
1777280529315,2,0,267,24
1777280530315,2,0,269,26
1777280531315,2,0,271,28
1777280532315,2,0,273,30
1777280533315,2,0,275,32
1777280534316,2,0,277,34
1777280535316,2,0,279,36
1777280536316,2,0,281,38
1777280537316,1,0,282,39
1777280538316,2,0,284,41
1777280539316,1,0,285,42
1777280540317,2,0,287,44
1777280541317,2,0,289,46
1777280542317,1,0,290,47
1777280543317,2,0,292,49
1777280544317,2,0,294,51
1777280545317,2,1,295,1
1777280546318,1,0,296,2
1777280547318,2,1,297,0
1777280548318,0,0,297,0
1777280549318,2,0,299,2
1777280550318,2,0,301,4
1777280551318,2,0,303,6
1777280552319,1,0,304,7
1777280553319,1,0,305,8
1777280554319,2,0,307,10
1777280555319,2,0,309,12
1777280556319,1,1,309,0
1777280557319,1,0,310,1
1777280558320,2,0,312,3
1777280559320,1,0,313,4
1777280560320,2,0,315,6
1777280561320,2,1,316,0
1777280562320,1,0,317,1
1777280563321,1,0,318,2
1777280564321,2,0,320,4
1777280565321,2,0,322,6
1777280566321,1,0,323,7
1777280567321,2,0,325,9
1777280568322,2,0,327,11
1777280569322,2,0,329,13
1777280570322,2,0,331,15
1777280571322,2,0,333,17
1777280572323,1,0,334,18
1777280573323,2,0,336,20
1777280574323,1,0,337,21
1777280575323,2,0,339,23
1777280576324,1,0,340,24
1777280577324,2,0,342,26
1777280578324,1,0,343,27
1777280579324,2,0,345,29
1777280580324,2,0,347,31
1777280581324,2,0,349,33
1777280582325,1,0,350,34
1777280583325,2,0,352,36
1777280584325,2,0,354,38
1777280585325,2,0,356,40
1777280586325,2,1,357,0
1777280587325,1,0,358,1
1777280588326,1,0,359,2
1777280589326,2,0,361,4
1777280590326,1,0,362,5
1777280591326,2,0,364,7
1777280592327,1,0,365,8
1777280593327,2,0,367,10
1777280594327,2,0,369,12
1777280595327,1,1,369,0
1777280596327,2,0,371,2
1777280597327,2,0,373,4
1777280598328,2,0,375,6
1777280599328,2,0,377,8
1777280600328,2,0,379,10
1777280601328,2,0,381,12
1777280602328,1,0,382,13
1777280603328,2,0,384,15
1777280604328,2,0,386,17
1777280605329,2,0,388,19
1777280606329,2,0,390,21
1777280607329,2,0,392,23
1777280608329,2,0,394,25
1777280609329,2,0,396,27
1777280610329,1,0,397,28
1777280611330,2,0,399,30
1777280612330,1,1,399,0
1777280613330,1,0,400,1
1777280614330,2,0,402,3
1777280615330,1,0,403,4
1777280616331,1,0,404,5
1777280617331,2,0,406,7
1777280618331,1,0,407,8
1777280619331,2,0,409,10
1777280620331,2,1,410,0
1777280621332,0,0,410,0
1777280622332,1,0,411,1
1777280623332,2,0,413,3
1777280624332,1,0,414,4
1777280625332,2,0,416,6
1777280626332,2,0,418,8
1777280627333,1,0,419,9
1777280628333,2,0,421,11
1777280629333,1,0,422,12
1777280630333,2,0,424,14
1777280631334,2,0,426,16
1777280632334,1,0,427,17
1777280633334,2,0,429,19
1777280634334,1,0,430,20
1777280635334,2,0,432,22
1777280636334,1,0,433,23
1777280637335,2,0,435,25
1777280638335,2,0,437,27
1777280639335,2,1,438,1
1777280640335,1,1,438,0
1777280641336,3,0,441,3
1777280642336,2,0,443,5
1777280643336,1,0,444,6
1777280644336,2,0,446,8
1777280645337,2,1,447,1
1777280646337,1,0,448,2
1777280647337,2,0,450,4
1777280648337,1,0,451,5
1777280649337,2,0,453,7
1777280650337,1,0,454,8
1777280651338,3,0,457,11
1777280652338,1,0,458,12
1777280653338,2,0,460,14
1777280654338,1,0,461,15
1777280655338,2,0,463,17
1777280656338,2,0,465,19
1777280657339,2,0,467,21
1777280658339,1,0,468,22
1777280659339,2,0,470,24
1777280660339,2,1,471,1
1777280661339,2,0,473,3
