timestampMs,keys_pressed,errors,total_correct
1776808196945,0,0,0
1776808197945,1,0,1
1776808198945,4,0,5
1776808199945,1,1,5
1776808200945,2,0,7
1776808201946,2,0,9
1776808202946,2,0,11
1776808203946,2,0,13
1776808204946,2,0,15
1776808205946,2,0,17
1776808206946,2,0,19
1776808207947,2,0,21
1776808208947,2,0,23
1776808209947,2,0,25
1776808210947,2,0,27
1776808211947,1,0,28
1776808212947,2,0,30
1776808213948,2,0,32
1776808214948,1,0,33
1776808215948,2,0,35
1776808216948,2,1,36
1776808217948,1,1,36
1776808218949,2,0,38
1776808219949,2,0,40
1776808220949,2,0,42
1776808221949,2,0,44
1776808222949,2,0,46
1776808223949,1,1,46
1776808224950,3,0,49
1776808225950,2,0,51
1776808226950,2,0,53
1776808227950,1,1,53
1776808228950,2,0,55
1776808229950,2,0,57
1776808230951,1,0,58
1776808231951,1,0,59
1776808232951,1,1,59
1776808233951,3,0,62
1776808234951,2,0,64
1776808235951,1,0,65
1776808236952,2,1,66
1776808237952,0,0,66
1776808238952,3,0,69
1776808239952,2,0,71
1776808240952,2,0,73
1776808241952,2,0,75
1776808242953,1,0,76
1776808243953,2,0,78
1776808244953,1,0,79
1776808245953,1,1,79
1776808246953,1,0,80
1776808247954,1,0,81
1776808248954,2,0,83
1776808249954,2,1,84
1776808250954,2,0,86
1776808251954,2,0,88
1776808252954,2,0,90
1776808253955,2,0,92
1776808254955,1,0,93
1776808255955,1,0,94
1776808256955,1,1,94
1776808257955,3,0,97
1776808258955,2,0,99
1776808259955,2,0,101
1776808260956,2,0,103
1776808261956,2,1,104
1776808262956,0,0,104
1776808263956,2,1,105
1776808264956,2,0,107
1776808265957,1,0,108
1776808266957,2,0,110
1776808267957,1,0,111
1776808268957,2,0,113
1776808269957,2,0,115
1776808270958,1,0,116
1776808271958,2,0,118
1776808272958,1,0,119
1776808273958,2,0,121
1776808274958,1,0,122
1776808275958,2,0,124
1776808276958,1,0,125
1776808277959,1,0,126
1776808278959,2,0,128
1776808279959,2,0,130
1776808280959,2,0,132
1776808281959,2,0,134
1776808282959,3,0,137
1776808283960,2,0,139
1776808284960,2,0,141
1776808285960,1,0,142
1776808286960,2,0,144
1776808287960,2,0,146
1776808288960,2,0,148
1776808289961,1,0,149
1776808290961,2,1,150
1776808291961,2,1,151
1776808292961,1,0,152
1776808293961,2,0,154
1776808294961,2,0,156
1776808295962,2,0,158
