timestampMs,keys_pressed,errors,total_correct,current_streak
1777279563176,2,0,320,44
1777279564176,2,0,322,46
1777279565176,1,0,323,47
1777279566176,1,0,324,48
1777279567177,2,0,326,50
1777279568177,2,0,328,52
1777279569177,2,0,330,54
1777279570177,2,0,332,56
1777279571177,1,0,333,57
1777279572177,2,0,335,59
1777279573178,2,0,337,61
1777279574178,2,0,339,63
1777279575178,2,0,341,65
1777279576178,1,0,342,66
1777279577178,2,0,344,68
1777279578178,2,0,346,70
1777279579178,1,0,347,71
1777279580179,2,0,349,73
1777279581179,1,0,350,74
1777279582179,2,0,352,76
1777279583179,2,0,354,78
1777279584180,1,0,355,79
1777279585180,1,1,355,0
1777279586180,1,0,356,1
1777279587180,1,0,357,2
1777279588180,1,0,358,3
1777279589180,1,0,359,4
1777279590181,2,0,361,6
1777279591181,2,0,363,8
1777279592181,2,0,365,10
1777279593181,1,1,365,0
1777279594181,2,0,367,2
1777279595181,2,0,369,4
1777279596182,2,0,371,6
1777279597182,2,0,373,8
1777279598182,2,0,375,10
1777279599182,2,0,377,12
1777279600182,2,0,379,14
1777279601183,1,0,380,15
1777279602183,2,0,382,17
1777279603183,2,1,383,1
1777279604183,1,0,384,2
1777279605183,1,0,385,3
1777279606183,2,0,387,5
1777279607184,2,0,389,7
1777279608184,1,0,390,8
1777279609184,2,0,392,10
1777279610184,1,0,393,11
1777279611184,2,0,395,13
1777279612185,1,0,396,14
1777279613185,2,0,398,16
1777279614185,3,0,401,19
1777279615185,1,0,402,20
1777279616185,2,0,404,22
1777279617185,2,0,406,24
1777279618186,1,0,407,25
1777279619186,2,0,409,27
1777279620186,1,0,410,28
1777279621186,2,0,412,30
1777279622186,1,0,413,31
1777279623186,2,0,415,33
1777279624187,1,0,416,34
1777279625187,1,0,417,35
1777279626187,1,0,418,36
1777279627187,1,0,419,37
1777279628187,2,0,421,39
1777279629188,2,0,423,41
1777279630188,2,0,425,43
1777279631188,2,1,426,1
1777279632188,2,0,428,3
1777279633188,1,0,429,4
1777279634189,2,0,431,6
1777279635189,2,0,433,8
1777279636189,2,0,435,10
1777279637189,1,0,436,11
1777279638189,2,0,438,13
1777279639189,2,0,440,15
1777279640189,2,0,442,17
1777279641190,2,0,444,19
1777279642190,2,0,446,21
1777279643190,2,0,448,23
1777279644190,2,1,449,0
1777279645191,1,0,450,1
1777279646191,2,0,452,3
1777279647191,2,0,454,5
1777279648191,1,0,455,6
1777279649192,2,0,457,8
1777279650192,2,0,459,10
1777279651192,2,0,461,12
1777279652192,2,0,463,14
1777279653192,3,0,466,17
1777279654192,1,0,467,18
1777279655193,1,0,468,19
1777279656193,2,0,470,21
1777279657193,1,0,471,22
1777279658193,1,0,472,23
1777279659193,2,0,474,25
1777279660193,2,1,475,1
1777279661193,2,0,477,3
1777279662194,1,0,478,4
1777279663194,2,0,480,6
