timestampMs,keys_pressed,errors,total_words,current_streak
1777320257213,0,0,0,0
1777320258213,6,0,0,0
1777320259213,10,0,1,1
1777320260213,11,0,2,2
1777320261214,12,0,3,3
1777320262214,13,0,4,4
1777320263214,13,0,5,5
1777320264214,10,0,6,6
1777320265214,5,2,6,0
1777320266214,7,0,6,0
1777320267215,11,0,7,1
1777320268215,4,1,7,0
1777320269215,13,0,8,1
1777320270215,11,0,9,2
1777320271215,7,0,10,3
1777320272215,10,0,11,4
1777320273216,9,0,13,6
1777320274216,8,0,14,7
1777320275216,11,0,15,8
1777320276216,6,2,16,0
1777320277216,6,0,16,0
1777320278216,5,1,17,0
1777320279217,1,0,17,0
1777320280217,11,0,18,1
1777320281217,4,1,19,0
1777320282217,4,0,20,1
1777320283217,4,1,20,0
1777320284218,7,0,21,1
1777320285218,3,0,21,1
1777320286218,8,0,22,2
1777320287218,11,0,23,3
1777320288219,8,0,24,4
1777320289219,6,0,25,5
1777320290219,11,0,27,7
1777320291219,10,0,28,8
1777320292219,5,0,29,9
1777320293219,10,0,30,10
1777320294219,6,0,30,10
1777320295220,9,0,31,11
1777320296220,9,0,32,12
1777320297220,7,0,33,13
1777320298220,9,0,34,14
1777320299220,9,0,36,16
1777320300220,8,0,37,17
1777320301221,5,1,38,0
1777320302221,3,0,38,0
1777320303221,6,0,39,1
1777320304221,6,0,40,2
1777320305221,10,0,41,3
1777320306222,8,0,42,4
1777320307222,10,0,43,5
1777320308222,11,0,45,7
1777320309222,5,0,45,7
1777320310222,7,0,46,8
1777320311222,9,0,47,9
1777320312222,8,0,48,10
1777320313223,11,0,50,12
1777320314223,8,0,51,13
1777320315223,10,0,53,15
1777320316223,8,0,54,16
1777320317223,9,0,55,17
1777320318224,11,0,57,19
1777320319224,8,1,58,0
1777320320224,6,1,58,0
1777320321224,4,0,58,0
1777320322224,9,0,59,1
1777320323224,4,0,59,1
1777320324224,8,0,60,2
1777320325225,7,0,61,3
1777320326225,10,0,63,5
1777320327225,4,3,63,0
1777320328225,4,0,63,0
1777320329225,7,0,64,1
1777320330225,7,0,65,2
1777320331226,7,0,66,3
1777320332226,5,0,66,3
1777320333226,9,0,68,5
1777320334226,10,0,69,6
1777320335226,6,5,69,0
1777320336226,7,0,70,1
1777320337227,10,1,71,0
1777320338227,3,0,71,0
1777320339227,7,0,72,1
1777320340227,9,0,73,2
1777320341227,9,0,74,3
1777320342227,7,0,75,4
1777320343227,3,0,75,4
1777320344228,5,0,76,5
1777320345228,7,0,77,6
1777320346228,12,0,79,8
1777320347228,9,0,80,9
1777320348228,11,0,82,11
1777320349229,3,0,82,11
1777320350229,9,0,83,12
1777320351229,6,0,84,13
1777320352229,7,0,84,13
1777320353229,5,1,85,0
1777320354229,8,0,85,0
1777320355229,7,0,86,1
1777320356230,10,0,88,3
1777320357230,11,0,89,4
1777320358230,8,0,90,5
1777320359230,7,0,91,6
1777320360230,9,0,92,7
1777320361230,6,0,93,8
1777320362230,7,1,94,0
1777320363231,5,1,94,0
1777320364231,8,0,95,1
1777320365231,9,0,97,3
1777320366231,5,1,97,0
1777320367231,9,0,98,1
1777320368232,9,0,99,2
1777320369232,2,1,99,0
1777320370232,7,0,99,0
1777320371232,10,2,101,0
1777320372232,4,0,101,0
1777320373232,11,0,103,2
1777320374232,9,0,105,4
1777320375233,12,0,106,5
1777320376233,7,3,107,0
1777320377233,4,0,108,1
1777320378233,3,0,108,1
1777320379233,10,3,109,0
1777320380233,8,0,110,1
1777320381234,10,0,111,2
1777320382234,4,1,111,0
1777320383234,9,0,112,1
1777320384234,8,0,113,2
1777320385234,12,0,115,4
1777320386234,10,0,117,6
1777320387234,11,0,118,7
1777320388234,5,0,119,8
1777320389235,9,0,121,10
1777320390235,12,0,122,11
1777320391235,8,0,123,12
1777320392235,8,4,124,0
1777320393235,7,0,124,0
1777320394236,3,0,125,1
1777320395236,10,0,126,2
1777320396236,10,0,127,3
1777320397236,1,1,127,0
1777320398236,9,0,128,1
1777320399236,10,0,129,2
1777320400237,11,0,131,4
1777320401237,6,2,131,0
1777320402237,3,1,131,0
1777320403237,4,1,131,0
1777320404237,7,0,132,1
1777320405237,8,1,134,0
1777320406238,2,2,134,0
1777320407238,7,0,134,0
1777320408238,8,2,135,0
1777320409238,4,0,135,0
1777320410238,6,0,136,1
1777320411239,8,0,136,1
1777320412239,6,2,137,0
1777320413239,6,0,138,1
1777320414239,10,0,139,2
1777320415239,7,1,140,0
1777320416240,4,0,140,0
1777320417240,3,0,141,1
1777320418240,11,0,142,2
1777320419240,8,0,142,2
1777320420240,5,0,143,3
1777320421241,6,3,144,0
1777320422241,6,0,144,0
1777320423241,6,0,145,1
1777320424241,5,0,145,1
1777320425241,3,0,146,2
1777320426241,11,0,147,3
1777320427242,10,2,148,0
1777320428242,2,0,148,0
1777320429242,8,0,149,1
1777320430242,10,0,150,2
1777320431242,7,0,151,3
1777320432243,10,0,152,4
1777320433243,10,0,154,6
1777320434243,9,0,154,6
1777320435243,10,0,155,7
1777320436243,7,0,156,8
1777320437244,11,0,158,10
1777320438244,10,0,159,11
1777320439245,10,0,160,12
1777320440245,9,0,161,13
1777320441245,5,0,162,14
1777320442246,10,2,163,0
1777320443246,4,3,163,0
1777320444246,5,0,163,0
1777320445246,5,0,164,1
1777320446246,9,0,165,2
1777320447246,8,0,166,3
1777320448246,6,0,166,3
1777320449246,8,0,167,4
1777320450247,10,0,168,5
1777320451247,7,0,170,7
1777320452247,3,2,170,0
1777320453247,6,0,171,1
1777320454247,5,2,172,0
1777320455247,6,0,173,1
1777320456247,10,0,174,2
1777320457247,9,0,176,4
1777320458248,11,0,177,5
1777320459248,8,0,178,6
1777320460249,9,0,180,8
1777320461249,5,0,181,9
1777320462249,8,0,181,9
1777320463249,9,3,182,0
1777320464249,3,0,182,0
1777320465249,8,3,183,0
1777320466249,2,0,183,0
1777320467249,6,2,183,0
1777320468249,5,0,183,0
1777320469250,8,3,184,0
1777320470250,5,0,184,0
1777320471250,11,0,186,2
1777320472250,11,0,187,3
1777320473250,8,0,188,4
1777320474250,6,0,189,5
1777320475250,9,0,191,7
1777320476250,9,0,192,8
1777320477250,9,0,193,9
1777320478251,7,0,194,10
1777320479251,12,0,196,12
1777320480251,2,1,196,0
1777320481251,8,0,196,0
1777320482251,10,0,198,2
1777320483251,10,0,199,3
1777320484251,11,0,200,4
1777320485251,9,0,202,6
1777320486251,6,0,202,6
1777320487252,10,0,203,7
1777320488252,9,0,205,9
1777320489252,10,0,206,10
1777320490252,10,0,208,12
1777320491252,10,0,209,13
1777320492252,9,0,210,14
1777320493253,9,0,210,14
1777320494253,5,0,211,15
1777320495253,9,0,212,16
1777320496253,11,0,214,18
1777320497253,5,0,215,19
1777320498253,8,0,216,20
1777320499253,7,0,217,21
1777320500253,7,0,219,23
1777320501254,9,0,220,24
1777320502254,8,0,221,25
1777320503254,12,0,222,26
1777320504254,12,0,224,28
1777320505254,4,2,224,0
1777320506255,10,0,225,1
1777320507255,3,1,226,0
1777320508255,8,0,227,1
1777320509255,2,1,227,0
1777320510256,8,0,228,1
1777320511256,6,0,229,2
1777320512256,7,0,230,3
1777320513256,7,0,231,4
1777320514256,2,1,231,0
1777320515256,10,0,232,1
1777320516256,8,0,233,2
1777320517257,7,0,234,3
1777320518257,7,0,235,4
1777320519257,3,0,235,4
1777320520257,7,0,236,5
1777320521257,8,0,236,5
1777320522258,4,2,236,0
1777320523258,5,2,237,0
1777320524258,7,0,238,1
1777320525258,11,0,239,2
1777320526259,7,2,240,0
1777320527259,6,1,240,0
1777320528259,10,0,241,1
1777320529259,8,2,242,0
1777320530259,3,0,242,0
1777320531259,4,3,242,0
1777320532260,2,1,242,0
1777320533260,13,0,243,1
1777320534260,9,0,244,2
1777320535260,12,0,246,4
1777320536260,9,0,246,4
1777320537261,5,1,247,0
1777320538261,9,0,249,2
1777320539261,8,0,250,3
1777320540261,9,0,251,4
1777320541261,8,0,252,5
1777320542261,6,4,252,0
1777320543262,5,0,252,0
1777320544262,7,1,252,0
1777320545262,7,0,253,1
1777320546262,6,0,253,1
1777320547263,7,0,254,2
1777320548263,11,0,255,3
1777320549263,10,0,256,4
1777320550263,13,2,258,0
1777320551263,4,3,258,0
1777320552263,10,0,259,1
1777320553263,12,0,261,3
1777320554264,5,0,261,3
1777320555264,7,3,262,0
