timestampMs,keys_pressed,errors,total_correct
1776755810358,0,0,0
1776755811359,4,0,0
1776755812359,9,0,1
1776755813359,10,0,2
1776755814359,8,2,3
1776755815359,6,0,3
1776755816360,9,0,5
1776755817360,7,0,6
1776755818360,7,1,6
1776755819360,4,0,6
1776755820360,10,0,7
1776755821360,9,0,8
1776755822361,5,0,9
1776755823361,6,0,9
1776755824361,3,1,10
1776755825361,7,0,11
1776755826361,9,0,12
1776755827361,9,0,13
1776755828361,10,0,14
1776755829362,4,0,15
1776755830362,5,3,15
1776755831362,6,4,15
1776755832362,4,0,16
1776755833362,13,0,17
1776755834362,8,0,19
1776755835362,10,0,21
1776755836363,3,2,21
1776755837363,9,0,21
1776755838363,8,0,22
1776755839363,7,3,23
1776755840363,6,0,23
1776755841363,8,0,24
1776755842363,9,0,25
1776755843364,11,0,26
1776755844364,10,0,27
1776755845364,11,0,29
1776755846364,5,2,29
1776755847364,3,2,29
1776755848364,5,0,29
1776755849364,11,0,30
1776755850365,8,0,31
1776755851365,9,0,32
1776755852365,6,0,33
1776755853365,6,0,34
1776755854365,6,0,35
1776755855365,6,0,36
1776755856366,8,0,37
1776755857366,6,4,37
1776755858366,3,1,37
1776755859366,7,0,38
1776755860366,7,0,39
1776755861367,11,0,40
1776755862367,8,0,40
1776755863367,9,0,42
1776755864367,8,0,44
1776755865368,9,0,45
1776755866368,7,1,46
1776755867368,2,0,46
1776755868368,9,0,47
1776755869368,7,0,48
1776755870368,7,0,48
1776755871369,8,0,49
1776755872369,4,1,50
1776755873369,5,0,51
1776755874369,9,0,51
1776755875369,8,0,52
1776755876369,7,0,53
1776755877370,7,0,54
1776755878370,6,0,55
1776755879370,5,4,55
1776755880370,6,0,55
1776755881370,10,0,56
1776755882370,9,0,57
1776755883371,6,0,57
1776755884371,8,0,58
1776755885371,8,0,60
1776755886371,6,0,61
1776755887372,5,1,61
1776755888372,7,0,62
1776755889372,7,3,62
1776755890372,5,0,63
1776755891372,4,0,63
1776755892373,6,0,64
1776755893373,9,0,65
1776755894373,8,2,66
1776755895373,5,4,66
1776755896373,5,0,67
1776755897373,6,0,67
1776755898374,4,0,68
1776755899374,5,0,68
1776755900374,4,0,69
1776755901374,3,2,69
1776755902374,6,0,70
1776755903374,6,0,70
1776755904375,6,0,71
1776755905375,9,0,72
1776755906375,9,0,73
1776755907375,7,0,73
1776755908375,3,1,74
1776755909376,4,0,74
1776755910376,4,1,74
1776755911376,4,3,74
1776755912376,1,1,74
1776755913376,8,4,74
1776755914376,7,0,75
1776755915376,6,0,76
1776755916377,6,0,77
1776755917377,7,0,78
1776755918377,5,0,78
1776755919377,2,1,78
1776755920377,4,0,79
1776755921377,4,0,80
1776755922378,5,0,80
1776755923378,7,0,81
1776755924378,5,0,81
1776755925378,6,0,82
1776755926378,9,0,83
1776755927378,6,0,83
1776755928379,4,0,84
1776755929379,5,0,85
1776755930379,8,0,86
1776755931379,4,0,87
1776755932379,5,0,88
1776755933379,8,0,88
1776755934379,8,0,89
1776755935380,10,4,90
1776755936380,4,0,90
1776755937380,8,0,91
1776755938380,9,0,92
1776755939380,3,1,92
1776755940380,8,0,93
1776755941380,7,0,94
1776755942381,2,0,94
1776755943381,6,0,95
1776755944381,7,0,96
1776755945381,8,0,96
1776755946381,8,0,97
1776755947382,8,3,98
1776755948382,4,0,98
1776755949382,4,1,98
1776755950382,9,0,100
1776755951382,4,4,100
1776755952383,3,0,100
1776755953383,4,0,101
1776755954383,7,0,102
1776755955383,10,0,103
1776755956383,8,0,105
1776755957383,8,0,106
1776755958384,8,0,107
1776755959384,7,0,108
1776755960384,9,0,109
1776755961384,8,0,110
1776755962384,10,0,112
1776755963384,7,0,113
1776755964384,6,0,113
1776755965384,10,0,114
1776755966385,11,0,115
1776755967385,4,3,116
1776755968385,7,0,117
1776755969385,11,0,118
1776755970385,10,0,119
1776755971385,11,2,121
1776755972386,1,0,121
1776755973386,9,0,122
1776755974386,3,0,122
1776755975386,3,0,122
1776755976386,7,0,123
1776755977386,3,1,123
1776755978386,4,0,124
1776755979387,9,1,125
1776755980387,3,0,125
1776755981387,5,0,125
1776755982387,9,0,126
1776755983387,7,0,127
1776755984387,5,0,128
1776755985387,5,0,128
1776755986388,8,0,129
1776755987388,8,0,130
1776755988388,7,0,131
1776755989389,4,0,132
1776755990389,11,0,133
1776755991389,5,2,133
1776755992389,3,0,133
1776755993389,9,0,134
1776755994389,10,0,136
1776755995389,9,0,137
1776755996390,7,0,138
1776755997390,8,0,139
1776755998390,10,0,140
1776755999390,11,0,140
1776756000390,6,0,141
1776756001390,9,0,142
1776756002390,10,0,143
1776756003391,6,0,144
1776756004391,12,0,146
1776756005391,5,2,146
1776756006391,7,0,147
1776756007392,9,0,148
1776756008392,3,1,148
1776756009392,10,0,149
1776756010392,2,0,149
1776756011392,10,0,150
1776756012392,3,1,150
1776756013392,10,0,151
1776756014393,9,0,152
1776756015393,10,1,153
1776756016393,9,0,154
1776756017393,8,0,155
1776756018394,9,0,156
1776756019394,9,0,157
1776756020394,8,0,157
1776756021394,9,0,159
1776756022394,7,0,160
1776756023395,4,0,160
1776756024395,6,0,161
1776756025395,7,1,161
1776756026396,5,0,162
1776756027396,6,0,162
1776756028396,6,0,163
1776756029396,6,0,164
1776756030396,8,1,165
1776756031396,6,0,166
1776756032396,8,0,167
1776756033397,9,0,168
1776756034397,7,0,169
1776756035397,5,0,170
1776756036397,7,0,170
1776756037397,7,0,171
1776756038397,8,0,172
1776756039398,6,0,173
1776756040398,6,0,173
1776756041398,5,0,174
1776756042399,5,2,174
1776756043399,11,0,175
1776756044399,2,2,175
1776756045399,0,0,175
1776756046399,10,0,176
1776756047399,11,0,177
1776756048400,5,2,177
1776756049400,6,0,178
1776756050400,8,0,179
1776756051400,5,0,181
1776756052400,5,0,182
1776756053400,10,0,183
1776756054400,5,2,183
1776756055401,8,0,185
1776756056401,7,0,186
1776756057401,7,0,186
1776756058401,5,0,187
1776756059401,5,3,187
1776756060401,6,0,188
1776756061402,8,0,189
1776756062402,10,0,190
1776756063402,9,0,191
1776756064402,9,0,192
1776756065402,7,0,193
1776756066402,9,0,194
1776756067402,9,0,196
1776756068403,11,0,197
1776756069403,8,0,199
1776756070403,8,0,199
1776756071403,9,0,200
1776756072403,7,0,201
1776756073403,7,0,202
1776756074403,3,0,202
1776756075404,8,0,203
