timestampMs,keys_pressed,errors,total_words,current_streak
1777321126258,0,0,0,0
1777321127259,6,0,0,0
1777321128259,10,0,2,2
1777321129259,11,0,3,3
1777321130259,10,0,4,4
1777321131259,3,1,4,0
1777321132259,9,0,5,1
1777321133259,7,0,6,2
1777321134260,9,1,7,0
1777321135260,4,2,7,0
1777321136260,10,0,8,1
1777321137260,6,0,8,1
1777321138261,9,0,9,2
1777321139261,7,0,10,3
1777321140261,7,0,11,4
1777321141261,4,2,11,0
1777321142261,10,0,12,1
1777321143262,6,0,13,2
1777321144262,10,0,14,3
1777321145262,6,0,15,4
1777321146262,11,0,16,5
1777321147262,11,0,17,6
1777321148262,10,0,18,7
1777321149263,11,0,19,8
1777321150263,7,0,21,10
1777321151263,11,0,21,10
1777321152264,10,0,23,12
1777321153264,8,0,24,13
1777321154265,11,0,25,14
1777321155265,3,2,25,0
1777321156265,7,0,26,1
1777321157265,11,0,27,2
1777321158265,7,0,28,3
1777321159265,10,0,30,5
1777321160266,9,0,30,5
1777321161266,5,0,31,6
1777321162266,10,3,32,0
1777321163266,7,0,32,0
1777321164266,8,0,34,2
1777321165267,9,0,36,4
1777321166267,9,0,37,5
1777321167267,10,0,39,7
1777321168267,8,0,40,8
1777321169267,12,0,41,9
1777321170267,9,0,42,10
1777321171268,12,1,43,0
1777321172268,4,1,43,0
1777321173268,8,0,44,1
1777321174268,10,0,46,3
1777321175268,6,2,47,0
1777321176268,4,4,47,0
1777321177269,4,0,48,1
1777321178269,10,0,49,2
1777321179269,9,0,50,3
1777321180269,8,0,51,4
1777321181269,4,0,52,5
1777321182269,6,0,53,6
1777321183269,2,1,53,0
1777321184270,0,0,53,0
1777321185270,8,0,53,0
1777321186270,11,0,55,2
1777321187270,10,4,56,0
1777321188270,0,0,56,0
1777321189271,9,0,57,1
1777321190271,9,0,58,2
1777321191271,8,0,59,3
1777321192271,7,0,60,4
1777321193271,6,0,61,5
1777321194271,6,0,62,6
1777321195272,9,0,63,7
1777321196272,10,0,64,8
1777321197272,4,0,64,8
1777321198272,8,2,65,0
1777321199272,3,1,65,0
1777321200273,9,0,67,2
1777321201273,6,0,67,2
1777321202273,11,3,69,0
1777321203273,6,1,70,1
