timestampMs,keys_pressed,errors,total_correct
1776805364667,1,0,220
1776805365667,2,0,222
1776805366667,1,0,223
1776805367667,1,0,224
1776805368668,2,0,226
1776805369668,1,1,226
1776805370668,1,0,227
1776805371668,1,0,228
1776805372668,1,0,229
1776805373668,1,0,230
1776805374669,2,0,232
1776805375669,2,0,234
1776805376669,2,0,236
1776805377669,1,0,237
1776805378669,2,0,239
1776805379670,1,0,240
1776805380670,2,0,242
1776805381670,1,0,243
1776805382670,2,0,245
1776805383670,2,0,247
1776805384670,1,0,248
1776805385671,2,0,250
1776805386671,2,0,252
1776805387671,2,0,254
1776805388671,2,0,256
1776805389671,2,0,258
1776805390672,2,0,260
1776805391672,1,0,261
1776805392672,2,0,263
1776805393672,2,0,265
1776805394672,2,0,267
1776805395672,2,0,269
1776805396673,1,0,270
1776805397673,2,0,272
1776805398673,2,0,274
1776805399673,1,0,275
1776805400673,2,0,277
1776805401673,2,1,278
1776805402674,0,0,278
1776805403674,0,0,278
1776805404674,2,0,280
1776805405674,1,0,281
1776805406674,1,1,281
1776805407674,1,0,282
1776805408675,1,0,283
1776805409675,2,0,285
1776805410675,1,0,286
1776805411675,1,0,287
1776805412675,2,0,289
1776805413676,1,1,289
1776805414676,0,0,289
1776805415676,2,0,291
1776805416676,1,0,292
1776805417676,1,0,293
1776805418677,1,0,294
1776805419677,1,0,295
1776805420677,1,0,296
1776805421677,2,0,298
1776805422677,1,0,299
1776805423678,2,0,301
1776805424678,1,0,302
1776805425678,1,0,303
1776805426678,2,0,305
1776805427678,2,0,307
1776805428678,2,0,309
1776805429678,2,0,311
1776805430679,1,0,312
1776805431679,2,1,313
1776805432679,0,0,313
1776805433679,2,0,315
1776805434679,1,0,316
1776805435679,2,0,318
1776805436680,1,0,319
1776805437680,2,0,321
1776805438680,2,0,323
1776805439680,1,0,324
1776805440680,2,0,326
1776805441681,2,0,328
1776805442681,1,0,329
1776805443681,1,0,330
1776805444681,1,1,330
1776805445681,0,0,330
1776805446681,1,0,331
1776805447682,2,0,333
1776805448682,1,0,334
1776805449682,1,0,335
1776805450682,2,0,337
1776805451682,1,0,338
1776805452683,2,0,340
1776805453683,1,0,341
1776805454683,1,0,342
1776805455683,2,0,344
1776805456683,2,0,346
1776805457683,1,0,347
1776805458683,2,0,349
1776805459684,1,0,350
1776805460684,2,1,351
1776805461684,0,0,351
1776805462684,1,0,352
1776805463684,1,0,353
1776805464685,2,0,355
1776805465685,1,0,356
1776805466685,2,0,358
1776805467685,2,0,360
1776805468685,1,0,361
1776805469686,2,0,363
1776805470686,2,0,365
1776805471686,1,0,366
1776805472686,1,0,367
1776805473686,3,0,370
1776805474686,1,0,371
1776805475686,2,0,373
1776805476687,1,0,374
1776805477687,2,0,376
1776805478687,2,0,378
1776805479687,1,0,379
1776805480687,1,0,380
1776805481687,2,0,382
1776805482687,1,0,383
1776805483688,1,0,384
1776805484688,1,0,385
1776805485688,2,0,387
1776805486688,2,0,389
1776805487688,1,0,390
1776805488688,1,0,391
1776805489689,2,0,393
1776805490689,1,0,394
1776805491689,1,0,395
1776805492689,1,0,396
1776805493689,1,0,397
1776805494689,1,0,398
1776805495690,1,0,399
1776805496690,2,0,401
1776805497690,2,0,403
1776805498690,1,0,404
1776805499690,2,1,405
1776805500690,0,0,405
