timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1776112559019,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559019,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559019,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559019,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559020,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559035,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559037,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559037,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559037,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559037,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559038,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559038,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559038,200,1791,3.935302734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559039,200,1771,3.891357421875E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559049,200,1701,3.7375488281250004E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559050,200,1889,4.1506347656250004E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559050,200,1820,3.9990234375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559050,200,1500,3.2958984375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559050,200,1440,3.1640625E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559050,200,1636,3.5947265625000004E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559050,200,1578,3.4672851562500003E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559050,200,1267,2.7839355468749997E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559065,200,1212,2.6630859375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559065,200,1161,2.5510253906250004E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559065,200,1367,3.003662109375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559065,200,1319,2.898193359375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559066,200,1016,2.232421875E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559066,200,971,2.133544921875E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559066,200,929,2.0412597656250002E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559066,200,1142,2.50927734375E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559082,200,1101,2.419189453125E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
1776112559082,200,1064,2.337890625E-4,0,0,0,1223932,461981,49086,211629,215931,233979,253554,211985,Tag0,unknown
